transaction_id,iso_score,rf_score,svm_score,xgb_score,ensemble_score,fraud_prediction,risk_level
46,0.05247159735138196,0.0,0.5081647300465065,0.114669226,0.16620280850939842,0,LOW RISK
47,0.1613686283029973,0.0,0.5081186005794719,0.09093709,0.18203764903053649,0,LOW RISK
48,0.1501676388511975,0.0,0.5087199422787747,0.3068086,0.23391566106217743,0,LOW RISK
49,0.05247159735138196,0.0,0.5080260510827374,0.0474531,0.1493641076720573,0,LOW RISK
50,0.2427627168121327,0.0,0.5083027875633654,0.058311872,0.19020620829933704,0,LOW RISK
51,0.0,0.0,0.5083984744609296,0.0887122,0.1492776687458381,0,LOW RISK
52,0.1501676388511975,0.0,0.5083027875633654,0.22266604,0.21277573467680694,0,LOW RISK
53,0.23260263884577342,0.0,0.5080186668452203,0.31528658,0.25234683866743335,0,LOW RISK
54,0.08433989593518411,0.0,0.5087199422787747,0.08025879,0.16411266142630904,0,LOW RISK
55,0.2427627168121327,0.0,0.5088018685393626,0.2111681,0.22854503436463589,0,LOW RISK
56,0.0,0.0,0.5081186005794719,0.31976068,0.20696982019453533,0,LOW RISK
57,0.08433989593518411,0.0,0.5083027875633654,0.16939388,0.18629214661673277,0,LOW RISK
58,0.10432442520176018,0.0,0.5080161730562793,0.018726472,0.1525505462573051,0,LOW RISK
59,0.0,0.0,0.5080161730562793,0.08741583,0.14885800058928994,0,LOW RISK
60,0.2427627168121327,0.0,0.5081186005794719,0.42701757,0.2823365858927773,0,LOW RISK
61,0.23260263884577342,0.0,0.5088018685393626,0.023888735,0.17969317867915208,0,LOW RISK
62,0.1821288896672544,0.0,0.5080260510827374,0.1723845,0.20652841583002024,0,LOW RISK
63,0.1501676388511975,0.0,0.5082728080086228,0.04175869,0.1675414022797409,0,LOW RISK
64,0.1613686283029973,0.0,0.508333578051823,0.17470197,0.20303261362252792,0,LOW RISK
65,0.08433989593518411,0.0,0.5087199422787747,0.11403637,0.17255705634260504,0,LOW RISK
66,0.1613686283029973,0.0,0.5087199422787747,0.040425047,0.1695599730498942,0,LOW RISK
67,0.10432442520176018,0.0,0.5080186668452203,0.10190466,0.1733457168674904,0,LOW RISK
68,0.1501676388511975,0.0,0.5083984744609296,0.1260752,0.1886519447069574,0,LOW RISK
69,0.1613686283029973,0.0,0.5080260510827374,0.11765923,0.18869504680890736,0,LOW RISK
70,0.0,0.0,0.5082728080086228,0.08141957,0.14742309506069415,0,LOW RISK
71,0.10432442520176018,0.0,0.508333578051823,0.037133273,0.15723159773762393,0,LOW RISK
72,0.23260263884577342,0.0,0.5081647300465065,0.086004406,0.19506281183422142,0,LOW RISK
73,0.08433989593518411,0.0,0.508333578051823,0.05919988,0.15875134390214052,0,LOW RISK
74,0.1501676388511975,0.0,0.5080161730562793,0.4291118,0.26431552316891854,0,LOW RISK
75,0.23260263884577342,0.0,0.5080161730562793,0.09816811,0.19806659911762184,0,LOW RISK
76,0.18271274864111228,0.0,0.5083027875633654,0.01727088,0.16793596657406112,0,LOW RISK
77,0.1501676388511975,0.0,0.5081647300465065,0.09964056,0.18198485106446083,0,LOW RISK
78,0.19811161403552438,0.0,0.5081647300465065,0.23332405,0.22499451804456158,0,LOW RISK
79,0.18271274864111228,0.0,0.5080312411475594,0.048499834,0.17567531846322432,0,LOW RISK
80,0.1501676388511975,0.0,0.5080161730562793,0.23789662,0.21651172634112542,0,LOW RISK
81,0.10432442520176018,0.0,0.5080312411475594,0.057685055,0.16229395903690622,0,LOW RISK
82,0.0,0.0,0.5082728080086228,0.1684285,0.16917532588373416,0,LOW RISK
83,0.2427627168121327,0.0,0.5083027875633654,0.07793709,0.19511251247995914,0,LOW RISK
84,0.1501676388511975,0.0,0.5080260510827374,0.12446272,0.18815571961127736,0,LOW RISK
85,0.1501676388511975,0.0,0.5080312411475594,0.043858353,0.16800592631927008,0,LOW RISK
86,0.08433989593518411,0.0,0.5087199422787747,0.15040807,0.18164998332166998,0,LOW RISK
87,0.0,0.0,0.5081647300465065,0.15841883,0.16664589106398717,0,LOW RISK
88,0.1821288896672544,0.0,0.5081647300465065,0.21834977,0.21805440287295114,0,LOW RISK
89,0.1613686283029973,0.0,0.5087199422787747,0.18754114,0.2063389967568072,0,LOW RISK
90,0.08433989593518411,0.0,0.5081186005794719,0.048600495,0.1560477530473055,0,LOW RISK
91,0.0,0.0,0.5088018685393626,0.20858285,0.1793461792124583,0,LOW RISK
92,0.11630559101457214,0.0,0.5087199422787747,0.14117584,0.18573506285378105,0,LOW RISK
93,0.1613686283029973,0.0,0.5082728080086228,0.15470028,0.19801699747171514,0,LOW RISK
94,0.1821288896672544,0.0,0.5080312411475594,0.028592162,0.17058162867890073,0,LOW RISK
95,0.08433989593518411,0.0,0.5080186668452203,0.10186967,0.16934006403255442,0,LOW RISK
96,0.05247159735138196,0.0,0.5080312411475594,0.17705531,0.18176595830297504,0,LOW RISK
97,0.1821288896672544,0.0,0.508333578051823,0.0447737,0.1747025978410013,0,LOW RISK
98,0.05247159735138196,0.0,0.5080161730562793,0.09317101,0.16079111471715435,0,LOW RISK
99,0.1821288896672544,0.0,0.5083984744609296,0.13763468,0.19793406646745884,0,LOW RISK
100,0.2427627168121327,0.0,0.5080260510827374,0.29905245,0.2503221679032639,0,LOW RISK
101,0.11630559101457214,0.0,0.5082728080086228,0.043093525,0.16110270142338431,0,LOW RISK
102,0.0,0.0,0.5087199422787747,0.23309511,0.18545376293537819,0,LOW RISK
103,0.1613686283029973,0.0,0.5082728080086228,0.110985026,0.1870881841036331,0,LOW RISK
104,0.11630559101457214,0.0,0.5080312411475594,0.19599853,0.19926856212985516,0,LOW RISK
105,0.0,0.0,0.5080186668452203,0.027859017,0.1339694210245356,0,LOW RISK
106,0.1501676388511975,0.0,0.5088018685393626,0.19013368,0.20476741388830122,0,LOW RISK
107,0.0,0.0,0.5082728080086228,0.08603511,0.14857697951625579,0,LOW RISK
108,0.2427627168121327,0.0,0.5083027875633654,0.22873342,0.23281159534627022,0,LOW RISK
109,0.2427627168121327,0.0,0.5081647300465065,0.27350867,0.24397089286051862,0,LOW RISK
110,0.1501676388511975,0.0,0.5080260510827374,0.3678116,0.24899293814920404,0,LOW RISK
111,0.1501676388511975,0.0,0.5080186668452203,0.11248399,0.185159192774706,0,LOW RISK
112,0.1821288896672544,0.0,0.5081647300465065,0.113813765,0.1919204017818285,0,LOW RISK
113,0.08433989593518411,0.0,0.5083027875633654,0.07214999,0.1619811740751621,0,LOW RISK
114,0.1821288896672544,0.0,0.5080161730562793,0.17946602,0.20829632720781469,0,LOW RISK
115,0.11630559101457214,0.0,0.5087199422787747,0.0808896,0.17066350315639145,0,LOW RISK
116,0.1821288896672544,0.0,0.5080312411475594,0.11491455,0.19216222606466485,0,LOW RISK
117,0.1821288896672544,0.0,0.5082728080086228,0.03780797,0.1729459727453791,0,LOW RISK
118,0.0,0.0,0.5083984744609296,0.13847597,0.1617186109736785,0,LOW RISK
119,0.05247159735138196,0.0,0.5081186005794719,0.31413305,0.2160572316295334,0,LOW RISK
120,0.11630559101457214,0.0,0.5083984744609296,0.09804512,0.17487201635642063,0,LOW RISK
121,0.1821288896672544,0.0,0.5088018685393626,0.16186307,0.20409201349494827,0,LOW RISK
122,0.19811161403552438,0.0,0.5087199422787747,0.13767767,0.20122172575808517,0,LOW RISK
123,0.05247159735138196,0.0,0.5080186668452203,0.15524548,0.17631035691198158,0,LOW RISK
124,0.08433989593518411,0.0,0.5088018685393626,0.027545448,0.1509548084200349,0,LOW RISK
125,0.1613686283029973,0.0,0.5087199422787747,0.23358512,0.21784999104215227,0,LOW RISK
126,0.18271274864111228,0.0,0.5080312411475594,0.17950095,0.20842559810586586,0,LOW RISK
127,0.0,0.0,0.5081647300465065,0.16299734,0.16779051631051198,0,LOW RISK
128,0.1501676388511975,0.0,0.508333578051823,0.17504233,0.2008775050878751,0,LOW RISK
129,0.1613686283029973,0.0,0.5080161730562793,0.06012324,0.1743085786028066,0,LOW RISK
130,0.1501676388511975,0.0,0.5080186668452203,0.029762406,0.16447879595708143,0,LOW RISK
131,0.0,0.0,0.5081186005794719,0.047574475,0.13892326899676807,0,LOW RISK
132,0.05247159735138196,0.0,0.5080312411475594,0.19566509,0.18641840257620845,0,LOW RISK
133,0.05247159735138196,0.0,0.5080186668452203,0.03869653,0.14717311898317384,0,LOW RISK
134,0.1821288896672544,0.0,0.5088018685393626,0.27083197,0.23133423815844428,0,LOW RISK
135,0.18271274864111228,0.0,0.5080186668452203,0.08873893,0.1857319497409287,0,LOW RISK
136,0.08433989593518411,0.0,0.5080161730562793,0.024188492,0.1499191455628911,0,LOW RISK
137,0.1613686283029973,0.0,0.5081647300465065,0.026036877,0.16582412746850267,0,LOW RISK
138,0.08433989593518411,0.0,0.5083027875633654,0.022007752,0.14944561413035362,0,LOW RISK
139,0.19811161403552438,0.0,0.5080186668452203,0.0615078,0.18200393920124172,0,LOW RISK
140,0.1821288896672544,0.0,0.5087199422787747,0.25112015,0.22638580102546055,0,LOW RISK
141,0.11630559101457214,0.0,0.5088018685393626,0.07751343,0.1698399419733256,0,LOW RISK
142,0.1613686283029973,0.0,0.5080312411475594,0.049899973,0.17175652919130283,0,LOW RISK
143,0.1821288896672544,0.0,0.5080161730562793,0.4607037,0.27860574639273783,0,LOW RISK
144,0.0,0.0,0.5083027875633654,0.23221898,0.1851304420881375,0,LOW RISK
145,0.08433989593518411,0.0,0.5083027875633654,0.252806,0.20714517804340093,0,LOW RISK
146,0.2427627168121327,0.0,0.508333578051823,0.04371916,0.1865657282008451,0,LOW RISK
147,0.0,0.0,0.5080260510827374,0.089804836,0.1494577216750699,0,LOW RISK
148,0.1821288896672544,0.0,0.5080161730562793,0.16436537,0.20452116272283696,0,LOW RISK
149,0.1821288896672544,0.0,0.5081186005794719,0.08003742,0.18346478369786862,0,LOW RISK
150,0.11630559101457214,0.0,0.5080312411475594,0.03291748,0.15849829871875049,0,LOW RISK
151,0.0,0.0,0.5082728080086228,0.17666624,0.17123476321827166,0,LOW RISK
152,0.19811161403552438,0.0,0.5081186005794719,0.08818993,0.18869945538290775,0,LOW RISK
153,0.1501676388511975,0.0,0.5081186005794719,0.12196326,0.18755399355460334,0,LOW RISK
154,0.08433989593518411,0.0,0.508333578051823,0.10236375,0.16954231128463115,0,LOW RISK
155,0.1501676388511975,0.0,0.5081186005794719,0.06556736,0.17345501774717498,0,LOW RISK
156,0.0,0.0,0.5081647300465065,0.0883799,0.14913615680593148,0,LOW RISK
157,0.1501676388511975,0.0,0.5080161730562793,0.062139407,0.17257242273437684,0,LOW RISK
158,0.1821288896672544,0.0,0.5083984744609296,0.06668073,0.18019557889598095,0,LOW RISK
159,0.05247159735138196,0.0,0.5080161730562793,0.13391027,0.17097592987063392,0,LOW RISK
160,0.10432442520176018,0.0,0.5083027875633654,0.22104083,0.20320078943522743,0,LOW RISK
161,0.23260263884577342,0.0,0.5080161730562793,0.042726777,0.18420626540671295,0,LOW RISK
162,0.1821288896672544,0.0,0.508333578051823,0.3123111,0.24158695066658334,0,LOW RISK
163,0.08433989593518411,0.0,0.5083984744609296,0.02925939,0.15128244511886213,0,LOW RISK
164,0.08433989593518411,0.0,0.5080260510827374,0.1866238,0.19053044116288131,0,LOW RISK
165,0.1501676388511975,0.0,0.5080260510827374,0.2974615,0.23140541796707131,0,LOW RISK
166,0.0,0.0,0.5081647300465065,0.044439107,0.13815095930653706,0,LOW RISK
167,0.08433989593518411,0.0,0.5087199422787747,0.14267097,0.1797157082905802,0,LOW RISK
168,0.08433989593518411,0.0,0.5080161730562793,0.048589416,0.15601937641317043,0,LOW RISK
169,0.05247159735138196,0.0,0.5087199422787747,0.2022498,0.18823675383958022,0,LOW RISK
170,0.10432442520176018,0.0,0.5080260510827374,0.20704809,0.19963341988907363,0,LOW RISK
171,0.1613686283029973,0.0,0.5088018685393626,0.0329847,0.1677203678089227,0,LOW RISK
172,0.1501676388511975,0.0,0.5080161730562793,0.039041255,0.1667978847016663,0,LOW RISK
173,0.1821288896672544,0.0,0.5083984744609296,0.31188235,0.24149598326581204,0,LOW RISK
174,0.1821288896672544,0.0,0.5083027875633654,0.44379994,0.27445146050725655,0,LOW RISK
175,0.19811161403552438,0.0,0.5080312411475594,0.046314936,0.17820886712680445,0,LOW RISK
176,0.19811161403552438,0.0,0.5080260510827374,0.20449908,0.21775360577208128,0,LOW RISK
177,0.08433989593518411,0.0,0.5083984744609296,0.053448893,0.1573298210847256,0,LOW RISK
178,0.0,0.0,0.5080161730562793,0.26763302,0.19391229848352937,0,LOW RISK
179,0.0,0.0,0.5080161730562793,0.050708313,0.13968112139938144,0,LOW RISK
180,0.1501676388511975,0.0,0.5087199422787747,0.13581547,0.191167381192621,0,LOW RISK
181,0.1501676388511975,0.0,0.5088018685393626,0.109874904,0.18470272094401297,0,LOW RISK
182,0.1613686283029973,0.0,0.5087199422787747,0.062992394,0.17520180972291552,0,LOW RISK
183,0.27569564702795907,0.0,0.5080161730562793,0.092793636,0.20534158167566122,0,LOW RISK
184,0.0,0.0,0.5080161730562793,0.22023408,0.18206256355134515,0,LOW RISK
185,0.1821288896672544,0.0,0.5080312411475594,0.031043237,0.17119439748914314,0,LOW RISK
186,0.08433989593518411,0.0,0.5080161730562793,0.38644093,0.24048225563878212,0,LOW RISK
187,0.08433989593518411,0.0,0.5080161730562793,0.0981009,0.16839724761361274,0,LOW RISK
188,0.19811161403552438,0.0,0.5081186005794719,0.08079073,0.1868496550346259,0,LOW RISK
189,0.08433989593518411,0.0,0.5081186005794719,0.3127681,0.22208965475495474,0,LOW RISK
190,0.1613686283029973,0.0,0.5081647300465065,0.15243317,0.19742320113930717,0,LOW RISK
191,0.18271274864111228,0.0,0.5087199422787747,0.057533316,0.17810586437647125,0,LOW RISK
192,0.0,0.0,0.5083984744609296,0.36486226,0.2183151844158992,0,LOW RISK
193,0.1613686283029973,0.0,0.5080186668452203,0.25772297,0.2237091358277914,0,LOW RISK
194,0.18271274864111228,0.0,0.5080186668452203,0.096863486,0.18776308790771393,0,LOW RISK
195,0.0,0.0,0.5081186005794719,0.3725051,0.2201559247901965,0,LOW RISK
196,0.23260263884577342,0.0,0.5081186005794719,0.26841974,0.2406551135600798,0,LOW RISK
197,0.2427627168121327,0.0,0.5083027875633654,0.23613071,0.23466091885739387,0,LOW RISK
198,0.18271274864111228,0.0,0.508333578051823,0.06636437,0.18021703681279438,0,LOW RISK
199,0.0,0.0,0.5083027875633654,0.091138564,0.14986033790339076,0,LOW RISK
200,0.23260263884577342,0.0,0.5080161730562793,0.28691015,0.2452521076519341,0,LOW RISK
201,0.2427627168121327,0.0,0.5081647300465065,0.07652401,0.19472472882174127,0,LOW RISK
202,0.08433989593518411,0.0,0.5083984744609296,0.084156014,0.16500660130857203,0,LOW RISK
203,0.08433989593518411,0.0,0.5080260510827374,0.08010689,0.16390121488064235,0,LOW RISK
204,0.10432442520176018,0.0,0.5087199422787747,0.24427515,0.20911365878086022,0,LOW RISK
205,0.19811161403552438,0.0,0.5088018685393626,0.1498723,0.20429086569420382,0,LOW RISK
206,0.1501676388511975,0.0,0.5081186005794719,0.12953734,0.18944751390982795,0,LOW RISK
207,0.08433989593518411,0.0,0.5087199422787747,0.16540441,0.18539906704926817,0,LOW RISK
208,0.19811161403552438,0.0,0.5083984744609296,0.14991553,0.2042008242417514,0,LOW RISK
209,0.08433989593518411,0.0,0.508333578051823,0.12581827,0.175405940566152,0,LOW RISK
210,0.0,0.0,0.5081647300465065,0.22122131,0.18234651073175565,0,LOW RISK
211,0.18271274864111228,0.0,0.5081647300465065,0.035439327,0.17244356407964898,0,LOW RISK
212,0.1501676388511975,0.0,0.5083027875633654,0.2544138,0.22071267799922706,0,LOW RISK
213,0.19811161403552438,0.0,0.5083984744609296,0.24177885,0.22716665406119224,0,LOW RISK
214,0.1821288896672544,0.0,0.5083027875633654,0.18639351,0.21009985339317996,0,LOW RISK
215,0.2427627168121327,0.0,0.5083984744609296,0.44618517,0.28719845487869805,0,LOW RISK
216,0.10432442520176018,0.0,0.508333578051823,0.1341795,0.18149315523470808,0,LOW RISK
217,0.1613686283029973,0.0,0.5081647300465065,0.10352446,0.1851960235193731,0,LOW RISK
218,0.0,0.0,0.5083984744609296,0.2187984,0.1817992183581218,0,LOW RISK
219,0.1613686283029973,0.0,0.5081186005794719,0.22239007,0.21490089344486601,0,LOW RISK
220,0.19811161403552438,0.0,0.5082728080086228,0.067967325,0.18368235617150805,0,LOW RISK
221,0.1821288896672544,0.0,0.5081186005794719,0.3381792,0.24800022830023888,0,LOW RISK
222,0.08433989593518411,0.0,0.5081186005794719,0.094044015,0.16740863303478376,0,LOW RISK
223,0.19811161403552438,0.0,0.5080186668452203,0.16658531,0.20827331734181045,0,LOW RISK
224,0.1501676388511975,0.0,0.508333578051823,0.12022114,0.1871722067833173,0,LOW RISK
225,0.1501676388511975,0.0,0.5080312411475594,0.13009179,0.18956428465327496,0,LOW RISK
226,0.1613686283029973,0.0,0.5080260510827374,0.25917482,0.2240739443715304,0,LOW RISK
227,0.1501676388511975,0.0,0.5080161730562793,0.23806703,0.21655432876097863,0,LOW RISK
228,0.18271274864111228,0.0,0.5087199422787747,0.08765564,0.18563644558255454,0,LOW RISK
229,0.0,0.0,0.5087199422787747,0.04221129,0.13773280818191969,0,LOW RISK
230,0.0,0.0,0.5083027875633654,0.23224856,0.18513783678937995,0,LOW RISK
231,0.2427627168121327,0.0,0.5082728080086228,0.079497546,0.19549513185397357,0,LOW RISK
232,0.08433989593518411,0.0,0.5081647300465065,0.1083432,0.17099496142252707,0,LOW RISK
233,0.05247159735138196,0.0,0.5082728080086228,0.076903164,0.15678831256911943,0,LOW RISK
234,0.1821288896672544,0.0,0.5087199422787747,0.27772957,0.23303815621955234,0,LOW RISK
235,0.23260263884577342,0.0,0.5081186005794719,0.037378006,0.18289467933487819,0,LOW RISK
236,0.19811161403552438,0.0,0.5080312411475594,0.09593194,0.19061311803917275,0,LOW RISK
237,0.08433989593518411,0.0,0.5087199422787747,0.019921223,0.14902827043214767,0,LOW RISK
238,0.1501676388511975,0.0,0.5080260510827374,0.049304835,0.1693662494155071,0,LOW RISK
239,0.19811161403552438,0.0,0.5088018685393626,0.16740978,0.20867523435226962,0,LOW RISK
240,0.10432442520176018,0.0,0.5082728080086228,0.14460813,0.1840851183151575,0,LOW RISK
241,0.0,0.0,0.508333578051823,0.13450336,0.16070923565370282,0,LOW RISK
242,0.1501676388511975,0.0,0.5080161730562793,0.03231184,0.16511553149568742,0,LOW RISK
243,0.11630559101457214,0.0,0.5081647300465065,0.112520345,0.17843238685338556,0,LOW RISK
244,0.08433989593518411,0.0,0.5081186005794719,0.29979113,0.2188454111927332,0,LOW RISK
245,0.1821288896672544,0.0,0.5080186668452203,0.2968022,0.2376309928763577,0,LOW RISK
246,0.1821288896672544,0.0,0.5080186668452203,0.3925937,0.26157887254840817,0,LOW RISK
247,0.08433989593518411,0.0,0.5081647300465065,0.08863286,0.166067376521075,0,LOW RISK
248,0.19811161403552438,0.0,0.5080161730562793,0.05847895,0.18124610393471535,0,LOW RISK
249,0.1501676388511975,0.0,0.5081647300465065,0.0352239,0.16588068559982116,0,LOW RISK
250,0.08433989593518411,0.0,0.5081186005794719,0.23201624,0.20190168822940008,0,LOW RISK
251,0.0,0.0,0.5080260510827374,0.04210934,0.13753384787801085,0,LOW RISK
252,0.08433989593518411,0.0,0.5080312411475594,0.26944557,0.2112371815547105,0,LOW RISK
253,0.1501676388511975,0.0,0.5087199422787747,0.038890596,0.16693616245972753,0,LOW RISK
254,0.2427627168121327,0.0,0.5083984744609296,0.19145134,0.22351499720610207,0,LOW RISK
255,0.08433989593518411,0.0,0.5088018685393626,0.14118983,0.17936590345064068,0,LOW RISK
256,0.08433989593518411,0.0,0.5087199422787747,0.088324726,0.16612914616370528,0,LOW RISK
257,0.19811161403552438,0.0,0.5083027875633654,0.16456826,0.20784008477596633,0,LOW RISK
258,0.1501676388511975,0.0,0.5083984744609296,0.063328855,0.17296536007038837,0,LOW RISK
259,0.1613686283029973,0.0,0.508333578051823,0.16544971,0.20071954734860023,0,LOW RISK
260,0.10432442520176018,0.0,0.5083027875633654,0.0871808,0.169735782115181,0,LOW RISK
261,0.1501676388511975,0.0,0.5083984744609296,0.20117559,0.2074270427327562,0,LOW RISK
262,0.08433989593518411,0.0,0.5082728080086228,0.25743112,0.2082939611092937,0,LOW RISK
263,0.1821288896672544,0.0,0.5080260510827374,0.06878175,0.18062772780764513,0,LOW RISK
264,0.1501676388511975,0.0,0.5083984744609296,0.23233785,0.21521760822347885,0,LOW RISK
265,0.1821288896672544,0.0,0.5080186668452203,0.08576972,0.18487287473864045,0,LOW RISK
266,0.1821288896672544,0.0,0.5082728080086228,0.17567319,0.20741227663036216,0,LOW RISK
267,0.23260263884577342,0.0,0.5083027875633654,0.02796766,0.18058813959913136,0,LOW RISK
268,0.1821288896672544,0.0,0.5081647300465065,0.27654678,0.2326036545187546,0,LOW RISK
269,0.1501676388511975,0.0,0.5080161730562793,0.09702276,0.1812932602678508,0,LOW RISK
270,0.1821288896672544,0.0,0.5080161730562793,0.16877294,0.20562305516434812,0,LOW RISK
271,0.19811161403552438,0.0,0.5083027875633654,0.13307203,0.19996602807907454,0,LOW RISK
272,0.1613686283029973,0.0,0.5081186005794719,0.16270751,0.1999802527080477,0,LOW RISK
273,0.18271274864111228,0.0,0.5087199422787747,0.18925361,0.21103593863611003,0,LOW RISK
274,0.18271274864111228,0.0,0.5081647300465065,0.08368033,0.18450381516659928,0,LOW RISK
275,0.0,0.0,0.5083027875633654,0.18433374,0.17315913230706298,0,LOW RISK
276,0.2427627168121327,0.0,0.5080186668452203,0.07821961,0.19511211194183656,0,LOW RISK
277,0.2427627168121327,0.0,0.508333578051823,0.23214424,0.23367199701654134,0,LOW RISK
278,0.11630559101457214,0.0,0.5083984744609296,0.07860901,0.1700129898349763,0,LOW RISK
279,0.2427627168121327,0.0,0.5083984744609296,0.0917271,0.19858393705583638,0,LOW RISK
280,0.2427627168121327,0.0,0.5080260510827374,0.26829633,0.24263313892491614,0,LOW RISK
281,0.1501676388511975,0.0,0.5080260510827374,0.06089293,0.1722632726388476,0,LOW RISK
282,0.1501676388511975,0.0,0.5088018685393626,0.0933752,0.1805777945408481,0,LOW RISK
283,0.05247159735138196,0.0,0.5083027875633654,0.0840832,0.15859081623637716,0,LOW RISK
284,0.2427627168121327,0.0,0.5083984744609296,0.0626646,0.19131831153429574,0,LOW RISK
285,0.1501676388511975,0.0,0.5083984744609296,0.12472988,0.1883156161855865,0,LOW RISK
286,0.0,0.0,0.5083984744609296,0.057123754,0.1413805571586117,0,LOW RISK
287,0.10432442520176018,0.0,0.5082728080086228,0.18486536,0.19414942591541728,0,LOW RISK
288,0.1821288896672544,0.0,0.5087199422787747,0.049743317,0.17604159277005035,0,LOW RISK
289,0.08433989593518411,0.0,0.5088018685393626,0.054920137,0.15779848055401707,0,LOW RISK
290,0.0,0.0,0.508333578051823,0.046400987,0.13868364116591653,0,LOW RISK
291,0.1821288896672544,0.0,0.5081647300465065,0.3215852,0.24386326248946916,0,LOW RISK
292,0.05247159735138196,0.0,0.5080161730562793,0.28105643,0.20776247121336922,0,LOW RISK
293,0.0,0.0,0.5081186005794719,0.1185632,0.15667044953315742,0,LOW RISK
